,score,species,raw_position,strand,align_position,motif
6,8.354093551635742,VT50550|1|MEMB007B|-|2424,281,negative,345,MA0212.1_bcd.jaspar
7,11.612828254699707,VT50550|1|MEMB007B|-|2424,1188,positive,1593,MA0212.1_bcd.jaspar
8,11.612828254699707,VT50550|1|MEMB007B|-|2424,1976,positive,2923,MA0212.1_bcd.jaspar
93,8.354093551635742,VT50550|1|MEMB007C|-|2400,275,negative,345,MA0212.1_bcd.jaspar
94,8.354093551635742,VT50550|1|MEMB007C|-|2400,448,negative,527,MA0212.1_bcd.jaspar
95,11.612828254699707,VT50550|1|MEMB007C|-|2400,1163,positive,1593,MA0212.1_bcd.jaspar
96,11.612828254699707,VT50550|1|MEMB007C|-|2400,1957,positive,2923,MA0212.1_bcd.jaspar
25,8.354093551635742,VT50550|1|MEMB007D|-|2393,280,negative,325,MA0212.1_bcd.jaspar
26,8.354093551635742,VT50550|1|MEMB007D|-|2393,300,negative,345,MA0212.1_bcd.jaspar
27,8.354093551635742,VT50550|1|MEMB007D|-|2393,475,negative,527,MA0212.1_bcd.jaspar
28,11.612828254699707,VT50550|1|MEMB007D|-|2393,787,positive,1124,MA0212.1_bcd.jaspar
29,11.612828254699707,VT50550|1|MEMB007D|-|2393,802,positive,1152,MA0212.1_bcd.jaspar
30,11.612828254699707,VT50550|1|MEMB007D|-|2393,1189,positive,1593,MA0212.1_bcd.jaspar
31,11.612828254699707,VT50550|1|MEMB007D|-|2393,1960,positive,2923,MA0212.1_bcd.jaspar
47,8.354093551635742,VT50550|1|MEMB008C|+|2366,289,negative,345,MA0212.1_bcd.jaspar
48,11.612828254699707,VT50550|1|MEMB008C|+|2366,1145,positive,1593,MA0212.1_bcd.jaspar
49,11.612828254699707,VT50550|1|MEMB008C|+|2366,1931,positive,2923,MA0212.1_bcd.jaspar
50,8.354093551635742,VT50550|1|MEMB008C|+|2366,2241,positive,3333,MA0212.1_bcd.jaspar
80,8.354093551635742,VT50550|1|dkik|+|2334,282,negative,345,MA0212.1_bcd.jaspar
81,11.612828254699707,VT50550|1|dkik|+|2334,1142,positive,1593,MA0212.1_bcd.jaspar
82,11.612828254699707,VT50550|1|dkik|+|2334,1922,positive,2923,MA0212.1_bcd.jaspar
