	position	score	seq_len	species	raw_position	strand	align_position
11783	-1046.0	0.06922604143619537	1115.0	VT17018|0|MEMB002A|-|1115	69.0	negative	107
11784	-1041.0	3.294227123260498	1115.0	VT17018|0|MEMB002A|-|1115	74.0	negative	112
11785	-1037.0	0.902116060256958	1115.0	VT17018|0|MEMB002A|-|1115	78.0	negative	116
11786	-1036.0	2.0078256130218506	1115.0	VT17018|0|MEMB002A|-|1115	79.0	negative	117
11787	82.0	-0.05940979719161987	1115.0	VT17018|0|MEMB002A|-|1115	82.0	positive	120
11788	84.0	3.3556277751922607	1115.0	VT17018|0|MEMB002A|-|1115	84.0	positive	122
11789	89.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	89.0	positive	127
11790	-1026.0	1.0692260265350342	1115.0	VT17018|0|MEMB002A|-|1115	89.0	negative	127
11791	-1021.0	1.046299695968628	1115.0	VT17018|0|MEMB002A|-|1115	94.0	negative	132
11792	95.0	0.06922604143619537	1115.0	VT17018|0|MEMB002A|-|1115	95.0	positive	133
11793	96.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	96.0	positive	134
11794	-1019.0	0.06922604143619537	1115.0	VT17018|0|MEMB002A|-|1115	96.0	negative	134
11795	-1015.0	3.3556277751922607	1115.0	VT17018|0|MEMB002A|-|1115	100.0	negative	138
11796	-1013.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	102.0	negative	140
11797	-1011.0	0.9405902028083801	1115.0	VT17018|0|MEMB002A|-|1115	104.0	negative	142
11798	-1010.0	1.046299695968628	1115.0	VT17018|0|MEMB002A|-|1115	105.0	negative	143
11799	109.0	1.007825493812561	1115.0	VT17018|0|MEMB002A|-|1115	109.0	positive	147
11800	-1000.0	2.0078256130218506	1115.0	VT17018|0|MEMB002A|-|1115	115.0	negative	155
11801	-996.0	2.069226026535034	1115.0	VT17018|0|MEMB002A|-|1115	119.0	negative	159
11802	-992.0	2.054119110107422	1115.0	VT17018|0|MEMB002A|-|1115	123.0	negative	163
11803	-991.0	3.3556277751922607	1115.0	VT17018|0|MEMB002A|-|1115	124.0	negative	164
11804	125.0	0.06922604143619537	1115.0	VT17018|0|MEMB002A|-|1115	125.0	positive	165
11805	126.0	3.3171534538269043	1115.0	VT17018|0|MEMB002A|-|1115	126.0	positive	166
11806	128.0	-0.3458114564418793	1115.0	VT17018|0|MEMB002A|-|1115	128.0	positive	168
11807	129.0	0.902116060256958	1115.0	VT17018|0|MEMB002A|-|1115	129.0	positive	169
11808	133.0	-0.05940979719161987	1115.0	VT17018|0|MEMB002A|-|1115	133.0	positive	173
11809	137.0	1.007825493812561	1115.0	VT17018|0|MEMB002A|-|1115	137.0	positive	181
11810	138.0	2.294227123260498	1115.0	VT17018|0|MEMB002A|-|1115	138.0	positive	182
11811	-977.0	0.06922604143619537	1115.0	VT17018|0|MEMB002A|-|1115	138.0	negative	182
11812	140.0	0.902116060256958	1115.0	VT17018|0|MEMB002A|-|1115	140.0	positive	193
11813	-970.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	145.0	negative	198
11814	-969.0	4.255753040313721	1115.0	VT17018|0|MEMB002A|-|1115	146.0	negative	199
11815	151.0	0.007825496606528759	1115.0	VT17018|0|MEMB002A|-|1115	151.0	positive	206
11816	-964.0	1.007825493812561	1115.0	VT17018|0|MEMB002A|-|1115	151.0	negative	206
11817	152.0	0.007825496606528759	1115.0	VT17018|0|MEMB002A|-|1115	152.0	positive	207
11818	-963.0	0.007825496606528759	1115.0	VT17018|0|MEMB002A|-|1115	152.0	negative	207
11819	153.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	153.0	positive	208
11820	-962.0	0.06922604143619537	1115.0	VT17018|0|MEMB002A|-|1115	153.0	negative	208
11821	-957.0	4.317153453826904	1115.0	VT17018|0|MEMB002A|-|1115	158.0	negative	213
11822	-955.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	160.0	negative	215
11823	-952.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	163.0	negative	218
11824	-951.0	2.054119110107422	1115.0	VT17018|0|MEMB002A|-|1115	164.0	negative	219
11825	-950.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	165.0	negative	220
11826	-949.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	166.0	negative	221
11827	-948.0	3.294227123260498	1115.0	VT17018|0|MEMB002A|-|1115	167.0	negative	222
11828	-947.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	168.0	negative	223
11829	169.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	169.0	positive	225
11830	171.0	1.902116060256958	1115.0	VT17018|0|MEMB002A|-|1115	171.0	positive	227
11831	172.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	172.0	positive	228
11832	173.0	-0.19380836188793182	1115.0	VT17018|0|MEMB002A|-|1115	173.0	positive	229
11833	174.0	0.902116060256958	1115.0	VT17018|0|MEMB002A|-|1115	174.0	positive	230
11834	178.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	178.0	positive	234
11835	183.0	0.06922604143619537	1115.0	VT17018|0|MEMB002A|-|1115	183.0	positive	247
11836	-932.0	2.294227123260498	1115.0	VT17018|0|MEMB002A|-|1115	183.0	negative	247
11837	-931.0	1.007825493812561	1115.0	VT17018|0|MEMB002A|-|1115	184.0	negative	248
11838	185.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	185.0	positive	249
11839	187.0	1.902116060256958	1115.0	VT17018|0|MEMB002A|-|1115	187.0	positive	251
11840	188.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	188.0	positive	252
11841	-922.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	193.0	negative	257
11842	194.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	194.0	positive	258
11843	195.0	3.294227123260498	1115.0	VT17018|0|MEMB002A|-|1115	195.0	positive	259
11844	196.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	196.0	positive	270
11845	197.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	197.0	positive	271
11846	198.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	198.0	positive	272
11847	199.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	199.0	positive	273
11848	200.0	2.054119110107422	1115.0	VT17018|0|MEMB002A|-|1115	200.0	positive	274
11849	201.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	201.0	positive	275
11850	203.0	-0.05940979719161987	1115.0	VT17018|0|MEMB002A|-|1115	203.0	positive	277
11851	205.0	3.2557530403137207	1115.0	VT17018|0|MEMB002A|-|1115	205.0	positive	279
11852	-910.0	1.007825493812561	1115.0	VT17018|0|MEMB002A|-|1115	205.0	negative	279
11853	207.0	2.0078256130218506	1115.0	VT17018|0|MEMB002A|-|1115	207.0	positive	286
11854	208.0	-0.05940979719161987	1115.0	VT17018|0|MEMB002A|-|1115	208.0	positive	287
11855	210.0	-0.05940979719161987	1115.0	VT17018|0|MEMB002A|-|1115	210.0	positive	289
11856	215.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	215.0	positive	298
11857	216.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	216.0	positive	299
11858	219.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	219.0	positive	302
11859	220.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	220.0	positive	303
11860	223.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	223.0	positive	310
11861	224.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	224.0	positive	311
11862	227.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	227.0	positive	314
11863	228.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	228.0	positive	315
11864	231.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	231.0	positive	319
11865	232.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	232.0	positive	320
11866	233.0	1.0541191101074219	1115.0	VT17018|0|MEMB002A|-|1115	233.0	positive	321
11867	-877.0	2.0078256130218506	1115.0	VT17018|0|MEMB002A|-|1115	238.0	negative	326
11868	-875.0	1.0541191101074219	1115.0	VT17018|0|MEMB002A|-|1115	240.0	negative	328
11869	-874.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	241.0	negative	329
11870	-872.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	243.0	negative	331
11871	-870.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	245.0	negative	333
11872	-869.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	246.0	negative	334
11873	-868.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	247.0	negative	335
11874	-867.0	3.294227123260498	1115.0	VT17018|0|MEMB002A|-|1115	248.0	negative	336
11875	-865.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	250.0	negative	338
11876	-863.0	0.9405902028083801	1115.0	VT17018|0|MEMB002A|-|1115	252.0	negative	341
11877	-862.0	1.046299695968628	1115.0	VT17018|0|MEMB002A|-|1115	253.0	negative	342
11878	255.0	2.0078256130218506	1115.0	VT17018|0|MEMB002A|-|1115	255.0	positive	344
11879	-856.0	3.294227123260498	1115.0	VT17018|0|MEMB002A|-|1115	259.0	negative	348
11880	-855.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	260.0	negative	349
11881	265.0	0.06922604143619537	1115.0	VT17018|0|MEMB002A|-|1115	265.0	positive	355
11882	-850.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	265.0	negative	355
11883	-848.0	1.0541191101074219	1115.0	VT17018|0|MEMB002A|-|1115	267.0	negative	357
11884	-847.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	268.0	negative	358
11885	270.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	270.0	positive	360
11886	-845.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	270.0	negative	360
11887	-840.0	0.9405902028083801	1115.0	VT17018|0|MEMB002A|-|1115	275.0	negative	365
11888	277.0	0.06922604143619537	1115.0	VT17018|0|MEMB002A|-|1115	277.0	positive	391
11889	-838.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	277.0	negative	391
11890	-836.0	1.0541191101074219	1115.0	VT17018|0|MEMB002A|-|1115	279.0	negative	393
11891	-835.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	280.0	negative	394
11892	-833.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	282.0	negative	396
11893	-830.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	285.0	negative	399
11894	-829.0	2.054119110107422	1115.0	VT17018|0|MEMB002A|-|1115	286.0	negative	400
11895	-828.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	287.0	negative	401
11896	-827.0	0.9405902028083801	1115.0	VT17018|0|MEMB002A|-|1115	288.0	negative	402
11897	-825.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	290.0	negative	404
11898	-824.0	4.255753040313721	1115.0	VT17018|0|MEMB002A|-|1115	291.0	negative	405
11899	-823.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	292.0	negative	406
11900	293.0	1.107700228691101	1115.0	VT17018|0|MEMB002A|-|1115	293.0	positive	407
11901	-818.0	2.0078256130218506	1115.0	VT17018|0|MEMB002A|-|1115	297.0	negative	411
11902	298.0	0.06922604143619537	1115.0	VT17018|0|MEMB002A|-|1115	298.0	positive	412
11903	299.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	299.0	positive	413
11904	-816.0	0.06922604143619537	1115.0	VT17018|0|MEMB002A|-|1115	299.0	negative	413
11905	303.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	303.0	positive	417
11906	304.0	3.294227123260498	1115.0	VT17018|0|MEMB002A|-|1115	304.0	positive	418
11907	305.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	305.0	positive	419
11908	306.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	306.0	positive	420
11909	307.0	2.054119110107422	1115.0	VT17018|0|MEMB002A|-|1115	307.0	positive	421
11910	-801.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	314.0	negative	428
11911	315.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	315.0	positive	429
11912	316.0	3.294227123260498	1115.0	VT17018|0|MEMB002A|-|1115	316.0	positive	430
11913	317.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	317.0	positive	431
11914	319.0	1.0541191101074219	1115.0	VT17018|0|MEMB002A|-|1115	319.0	positive	433
11915	321.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	321.0	positive	435
11916	-794.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	321.0	negative	435
11917	323.0	3.2557530403137207	1115.0	VT17018|0|MEMB002A|-|1115	323.0	positive	437
11918	-792.0	3.2557530403137207	1115.0	VT17018|0|MEMB002A|-|1115	323.0	negative	437
11919	-788.0	0.06922604143619537	1115.0	VT17018|0|MEMB002A|-|1115	327.0	negative	441
11920	328.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	328.0	positive	442
11921	-784.0	1.0692260265350342	1115.0	VT17018|0|MEMB002A|-|1115	331.0	negative	445
11922	-782.0	1.0541191101074219	1115.0	VT17018|0|MEMB002A|-|1115	333.0	negative	447
11923	-780.0	1.046299695968628	1115.0	VT17018|0|MEMB002A|-|1115	335.0	negative	449
11924	337.0	2.0078256130218506	1115.0	VT17018|0|MEMB002A|-|1115	337.0	positive	451
11925	341.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	341.0	positive	455
11926	-774.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	341.0	negative	455
11927	346.0	1.007825493812561	1115.0	VT17018|0|MEMB002A|-|1115	346.0	positive	460
11928	347.0	2.294227123260498	1115.0	VT17018|0|MEMB002A|-|1115	347.0	positive	461
11929	-768.0	0.06922604143619537	1115.0	VT17018|0|MEMB002A|-|1115	347.0	negative	461
11930	349.0	0.9405902028083801	1115.0	VT17018|0|MEMB002A|-|1115	349.0	positive	463
11931	350.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	350.0	positive	464
11932	351.0	2.054119110107422	1115.0	VT17018|0|MEMB002A|-|1115	351.0	positive	465
11933	352.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	352.0	positive	466
11934	354.0	0.9405902028083801	1115.0	VT17018|0|MEMB002A|-|1115	354.0	positive	469
11935	355.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	355.0	positive	470
11936	356.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	356.0	positive	471
11937	357.0	2.054119110107422	1115.0	VT17018|0|MEMB002A|-|1115	357.0	positive	472
11938	358.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	358.0	positive	473
11939	360.0	-0.05940979719161987	1115.0	VT17018|0|MEMB002A|-|1115	360.0	positive	475
11940	362.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	362.0	positive	477
11941	363.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	363.0	positive	478
11942	365.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	365.0	positive	480
11943	-747.0	1.007825493812561	1115.0	VT17018|0|MEMB002A|-|1115	368.0	negative	483
11944	-742.0	1.0541191101074219	1115.0	VT17018|0|MEMB002A|-|1115	373.0	negative	488
11945	-741.0	1.902116060256958	1115.0	VT17018|0|MEMB002A|-|1115	374.0	negative	489
11946	-740.0	1.107700228691101	1115.0	VT17018|0|MEMB002A|-|1115	375.0	negative	490
11947	376.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	376.0	positive	491
11948	377.0	3.294227123260498	1115.0	VT17018|0|MEMB002A|-|1115	377.0	positive	492
11949	378.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	378.0	positive	493
11950	379.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	379.0	positive	494
11951	-732.0	2.0078256130218506	1115.0	VT17018|0|MEMB002A|-|1115	383.0	negative	498
11952	388.0	2.294227123260498	1115.0	VT17018|0|MEMB002A|-|1115	388.0	positive	503
11953	-727.0	3.3171534538269043	1115.0	VT17018|0|MEMB002A|-|1115	388.0	negative	503
11954	390.0	2.3556277751922607	1115.0	VT17018|0|MEMB002A|-|1115	390.0	positive	505
11955	-725.0	2.3556277751922607	1115.0	VT17018|0|MEMB002A|-|1115	390.0	negative	505
11956	-723.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	392.0	negative	507
11957	-721.0	1.0925933122634888	1115.0	VT17018|0|MEMB002A|-|1115	394.0	negative	509
11958	-720.0	3.294227123260498	1115.0	VT17018|0|MEMB002A|-|1115	395.0	negative	510
11959	-719.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	396.0	negative	511
11960	397.0	2.069226026535034	1115.0	VT17018|0|MEMB002A|-|1115	397.0	positive	512
11961	398.0	-0.05940979719161987	1115.0	VT17018|0|MEMB002A|-|1115	398.0	positive	513
11962	400.0	0.902116060256958	1115.0	VT17018|0|MEMB002A|-|1115	400.0	positive	515
11963	-713.0	1.0541191101074219	1115.0	VT17018|0|MEMB002A|-|1115	402.0	negative	517
11964	-710.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	405.0	negative	520
11965	-709.0	4.317153453826904	1115.0	VT17018|0|MEMB002A|-|1115	406.0	negative	521
11966	-707.0	-0.05940979719161987	1115.0	VT17018|0|MEMB002A|-|1115	408.0	negative	523
11967	410.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	410.0	positive	525
11968	411.0	4.255753040313721	1115.0	VT17018|0|MEMB002A|-|1115	411.0	positive	526
11969	412.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	412.0	positive	527
11970	413.0	-0.19380836188793182	1115.0	VT17018|0|MEMB002A|-|1115	413.0	positive	528
11971	414.0	-0.05940979719161987	1115.0	VT17018|0|MEMB002A|-|1115	414.0	positive	529
11972	-697.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	418.0	negative	533
11973	420.0	2.294227123260498	1115.0	VT17018|0|MEMB002A|-|1115	420.0	positive	535
11974	-695.0	1.0692260265350342	1115.0	VT17018|0|MEMB002A|-|1115	420.0	negative	535
11975	-693.0	0.902116060256958	1115.0	VT17018|0|MEMB002A|-|1115	422.0	negative	537
11976	-691.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	424.0	negative	539
11977	426.0	2.294227123260498	1115.0	VT17018|0|MEMB002A|-|1115	426.0	positive	541
11978	-689.0	1.0692260265350342	1115.0	VT17018|0|MEMB002A|-|1115	426.0	negative	541
11979	432.0	3.2557530403137207	1115.0	VT17018|0|MEMB002A|-|1115	432.0	positive	615
11980	-683.0	1.007825493812561	1115.0	VT17018|0|MEMB002A|-|1115	432.0	negative	615
11981	434.0	1.007825493812561	1115.0	VT17018|0|MEMB002A|-|1115	434.0	positive	617
11982	-681.0	1.007825493812561	1115.0	VT17018|0|MEMB002A|-|1115	434.0	negative	617
11983	437.0	0.902116060256958	1115.0	VT17018|0|MEMB002A|-|1115	437.0	positive	620
11984	-676.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	439.0	negative	622
11985	-675.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	440.0	negative	623
11986	-674.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	441.0	negative	624
11987	442.0	2.069226026535034	1115.0	VT17018|0|MEMB002A|-|1115	442.0	positive	625
11988	-668.0	1.0541191101074219	1115.0	VT17018|0|MEMB002A|-|1115	447.0	negative	630
11989	-666.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	449.0	negative	632
11990	450.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	450.0	positive	633
11991	452.0	1.902116060256958	1115.0	VT17018|0|MEMB002A|-|1115	452.0	positive	635
11992	-654.0	2.0078256130218506	1115.0	VT17018|0|MEMB002A|-|1115	461.0	negative	644
11993	463.0	1.007825493812561	1115.0	VT17018|0|MEMB002A|-|1115	463.0	positive	646
11994	-652.0	3.2557530403137207	1115.0	VT17018|0|MEMB002A|-|1115	463.0	negative	646
11995	467.0	0.007825496606528759	1115.0	VT17018|0|MEMB002A|-|1115	467.0	positive	650
11996	-648.0	0.007825496606528759	1115.0	VT17018|0|MEMB002A|-|1115	467.0	negative	650
11997	473.0	0.007825496606528759	1115.0	VT17018|0|MEMB002A|-|1115	473.0	positive	656
11998	-642.0	0.007825496606528759	1115.0	VT17018|0|MEMB002A|-|1115	473.0	negative	656
11999	-638.0	-0.05940979719161987	1115.0	VT17018|0|MEMB002A|-|1115	477.0	negative	660
12000	-633.0	3.3171534538269043	1115.0	VT17018|0|MEMB002A|-|1115	482.0	negative	668
12001	-632.0	0.06922604143619537	1115.0	VT17018|0|MEMB002A|-|1115	483.0	negative	669
12002	484.0	4.317153453826904	1115.0	VT17018|0|MEMB002A|-|1115	484.0	positive	670
12003	485.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	485.0	positive	671
12004	487.0	1.902116060256958	1115.0	VT17018|0|MEMB002A|-|1115	487.0	positive	673
12005	488.0	0.09259329736232758	1115.0	VT17018|0|MEMB002A|-|1115	488.0	positive	674
12006	491.0	1.0541191101074219	1115.0	VT17018|0|MEMB002A|-|1115	491.0	positive	677
12007	493.0	0.10770019143819809	1115.0	VT17018|0|MEMB002A|-|1115	493.0	positive	679
12008	494.0	-0.3458114564418793	1115.0	VT17018|0|MEMB002A|-|1115	494.0	positive	680
12009	499.0	-0.05940979719161987	1115.0	VT17018|0|MEMB002A|-|1115	499.0	positive	685
12010	501.0	3.3556277751922607	1115.0	VT17018|0|MEMB002A|-|1115	501.0	positive	687
12011	-610.0	4.255753040313721	1115.0	VT17018|0|MEMB002A|-|1115	505.0	negative	691
12012	507.0	1.0692260265350342	1115.0	VT17018|0|MEMB002A|-|1115	507.0	positive	694
12013	-608.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	507.0	negative	694
12014	512.0	0.06922604143619537	1115.0	VT17018|0|MEMB002A|-|1115	512.0	positive	699
12015	-603.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	512.0	negative	699
12016	513.0	0.007825496606528759	1115.0	VT17018|0|MEMB002A|-|1115	513.0	positive	700
12017	-602.0	0.007825496606528759	1115.0	VT17018|0|MEMB002A|-|1115	513.0	negative	700
12018	-598.0	0.06922604143619537	1115.0	VT17018|0|MEMB002A|-|1115	517.0	negative	704
12019	528.0	3.2557530403137207	1115.0	VT17018|0|MEMB002A|-|1115	528.0	positive	724
12020	-587.0	3.2557530403137207	1115.0	VT17018|0|MEMB002A|-|1115	528.0	negative	724
12021	-582.0	0.9405902028083801	1115.0	VT17018|0|MEMB002A|-|1115	533.0	negative	729
12022	536.0	0.007825496606528759	1115.0	VT17018|0|MEMB002A|-|1115	536.0	positive	742
12023	-579.0	3.2557530403137207	1115.0	VT17018|0|MEMB002A|-|1115	536.0	negative	742
12024	-578.0	1.007825493812561	1115.0	VT17018|0|MEMB002A|-|1115	537.0	negative	743
12025	541.0	0.06922604143619537	1115.0	VT17018|0|MEMB002A|-|1115	541.0	positive	747
12026	-574.0	0.04629964381456375	1115.0	VT17018|0|MEMB002A|-|1115	541.0	negative	747
12027	543.0	1.007825493812561	1115.0	VT17018|0|MEMB002A|-|1115	543.0	positive	749
12028	-572.0	3.2557530403137207	1115.0	VT17018|0|MEMB002A|-|1115	543.0	negative	749
