,score,species,raw_position,strand,align_position,motif
62,8.354093551635742,VT16679|0|MEMB003F|+|1932,1748,negative,2612,MA0212.1_bcd.jaspar
63,8.354093551635742,VT16679|0|MEMB003F|+|1932,1754,negative,2618,MA0212.1_bcd.jaspar
66,8.354093551635742,VT16679|0|MEMB004A|+|1736,1583,negative,2618,MA0212.1_bcd.jaspar
51,8.354093551635742,VT16679|0|MEMB004B|+|1798,1151,negative,1717,MA0212.1_bcd.jaspar
52,8.354093551635742,VT16679|0|MEMB004B|+|1798,1609,negative,2612,MA0212.1_bcd.jaspar
53,8.354093551635742,VT16679|0|MEMB004B|+|1798,1615,negative,2618,MA0212.1_bcd.jaspar
41,8.354093551635742,VT16679|0|MEMB004E|-|1923,1177,negative,1716,MA0212.1_bcd.jaspar
42,8.354093551635742,VT16679|0|MEMB004E|-|1923,1739,negative,2612,MA0212.1_bcd.jaspar
43,8.354093551635742,VT16679|0|MEMB004E|-|1923,1745,negative,2618,MA0212.1_bcd.jaspar
46,11.612828254699707,VT16679|0|MEMB005B|-|1889,425,negative,502,MA0212.1_bcd.jaspar
47,8.354093551635742,VT16679|0|MEMB005B|-|1889,1179,negative,1717,MA0212.1_bcd.jaspar
48,11.612828254699707,VT16679|0|MEMB005B|-|1889,1391,positive,2202,MA0212.1_bcd.jaspar
49,8.354093551635742,VT16679|0|MEMB005B|-|1889,1705,negative,2612,MA0212.1_bcd.jaspar
50,8.354093551635742,VT16679|0|MEMB005B|-|1889,1711,negative,2618,MA0212.1_bcd.jaspar
25,8.354093551635742,VT16679|0|MEMB005D|+|1902,1194,negative,1717,MA0212.1_bcd.jaspar
26,8.354093551635742,VT16679|0|MEMB005D|+|1902,1693,negative,2606,MA0212.1_bcd.jaspar
27,8.354093551635742,VT16679|0|MEMB005D|+|1902,1699,negative,2612,MA0212.1_bcd.jaspar
28,8.354093551635742,VT16679|0|MEMB005D|+|1902,1705,negative,2618,MA0212.1_bcd.jaspar
29,8.354093551635742,VT16679|0|MEMB006A|+|1883,1152,negative,1717,MA0212.1_bcd.jaspar
30,8.354093551635742,VT16679|0|MEMB006A|+|1883,1674,negative,2606,MA0212.1_bcd.jaspar
31,8.354093551635742,VT16679|0|MEMB006A|+|1883,1680,negative,2612,MA0212.1_bcd.jaspar
32,8.354093551635742,VT16679|0|MEMB006A|+|1883,1686,negative,2618,MA0212.1_bcd.jaspar
1,8.354093551635742,VT16679|0|MEMB006B|+|2261,1502,negative,1717,MA0212.1_bcd.jaspar
2,8.354093551635742,VT16679|0|MEMB006B|+|2261,2058,negative,2606,MA0212.1_bcd.jaspar
3,8.354093551635742,VT16679|0|MEMB006B|+|2261,2064,negative,2612,MA0212.1_bcd.jaspar
4,8.354093551635742,VT16679|0|MEMB006B|+|2261,2070,negative,2618,MA0212.1_bcd.jaspar
44,8.354093551635742,VT16679|0|MEMB006C|+|1921,1361,positive,2114,MA0212.1_bcd.jaspar
45,8.354093551635742,VT16679|0|MEMB006C|+|1921,1742,negative,2618,MA0212.1_bcd.jaspar
9,8.354093551635742,VT16679|0|MEMB007C|-|1948,1199,negative,1717,MA0212.1_bcd.jaspar
10,8.354093551635742,VT16679|0|MEMB007C|-|1948,1747,negative,2612,MA0212.1_bcd.jaspar
11,8.354093551635742,VT16679|0|MEMB007C|-|1948,1753,negative,2618,MA0212.1_bcd.jaspar
0,8.354093551635742,VT16679|0|MEMB007D|+|2039,1860,negative,2618,MA0212.1_bcd.jaspar
54,8.354093551635742,VT16679|0|MEMB008C|-|1904,744,negative,1202,MA0212.1_bcd.jaspar
55,8.354093551635742,VT16679|0|MEMB008C|-|1904,1172,negative,1717,MA0212.1_bcd.jaspar
56,8.354093551635742,VT16679|0|MEMB008C|-|1904,1718,negative,2606,MA0212.1_bcd.jaspar
57,8.354093551635742,VT16679|0|MEMB008C|-|1904,1724,negative,2612,MA0212.1_bcd.jaspar
58,8.354093551635742,VT16679|0|MEMB008C|-|1904,1730,negative,2618,MA0212.1_bcd.jaspar
12,11.612828254699707,VT16679|0|dkik|+|1769,919,negative,1481,MA0212.1_bcd.jaspar
13,8.354093551635742,VT16679|0|dkik|+|1769,1133,negative,1717,MA0212.1_bcd.jaspar
14,11.612828254699707,VT16679|0|dkik|+|1769,1280,positive,2202,MA0212.1_bcd.jaspar
15,8.354093551635742,VT16679|0|dkik|+|1769,1573,negative,2612,MA0212.1_bcd.jaspar
16,8.354093551635742,VT16679|0|dkik|+|1769,1579,negative,2618,MA0212.1_bcd.jaspar
