,score,species,raw_position,strand,align_position,motif
46,11.612828254699707,VT40548|1|MEMB005B|-|2969,708,negative,867,MA0212.1_bcd.jaspar
47,8.354093551635742,VT40548|1|MEMB005B|-|2969,918,positive,1077,MA0212.1_bcd.jaspar
48,11.612828254699707,VT40548|1|MEMB005B|-|2969,1540,negative,1967,MA0212.1_bcd.jaspar
49,11.612828254699707,VT40548|1|MEMB005B|-|2969,2132,positive,2703,MA0212.1_bcd.jaspar
50,8.354093551635742,VT40548|1|MEMB005B|-|2969,2461,positive,3307,MA0212.1_bcd.jaspar
31,11.612828254699707,VT40548|1|MEMB005D|-|2297,1471,positive,2703,MA0212.1_bcd.jaspar
32,8.354093551635742,VT40548|1|MEMB005D|-|2297,1753,positive,3243,MA0212.1_bcd.jaspar
33,11.612828254699707,VT40548|1|MEMB006A|-|2301,1442,positive,2703,MA0212.1_bcd.jaspar
34,8.354093551635742,VT40548|1|MEMB006A|-|2301,1736,positive,3243,MA0212.1_bcd.jaspar
35,8.354093551635742,VT40548|1|MEMB006A|-|2301,1818,positive,3493,MA0212.1_bcd.jaspar
36,11.612828254699707,VT40548|1|MEMB006B|+|2605,910,positive,1736,MA0212.1_bcd.jaspar
37,8.354093551635742,VT40548|1|MEMB006B|+|2605,2048,positive,3243,MA0212.1_bcd.jaspar
38,8.354093551635742,VT40548|1|MEMB006B|+|2605,2071,positive,3318,MA0212.1_bcd.jaspar
60,8.354093551635742,VT40548|1|MEMB006C|+|2749,1045,positive,1736,MA0212.1_bcd.jaspar
61,11.612828254699707,VT40548|1|MEMB006C|+|2749,1846,positive,2703,MA0212.1_bcd.jaspar
62,8.354093551635742,VT40548|1|MEMB006C|+|2749,2193,positive,3307,MA0212.1_bcd.jaspar
12,11.612828254699707,VT40548|1|MEMB007B|+|2377,1440,positive,2703,MA0212.1_bcd.jaspar
13,8.354093551635742,VT40548|1|MEMB007B|+|2377,1710,positive,3234,MA0212.1_bcd.jaspar
14,11.612828254699707,VT40548|1|MEMB007B|+|2377,2243,positive,3902,MA0212.1_bcd.jaspar
29,8.354093551635742,VT40548|1|MEMB007C|-|2055,1531,positive,3327,MA0212.1_bcd.jaspar
55,8.354093551635742,VT40548|1|MEMB008C|+|1578,1044,positive,3243,MA0212.1_bcd.jaspar
56,8.354093551635742,VT40548|1|MEMB008C|+|1578,1069,positive,3307,MA0212.1_bcd.jaspar
42,11.612828254699707,VT40548|1|dkik|+|1022,387,positive,2703,MA0212.1_bcd.jaspar
